img_id,année,Resolution,Nettete,Bruit,Mean_H,mean_S,mean_V
1901-046,1901,6501000,40.8929560918455,8.560033284434114,0.0,0.0,160.2169157052761
1901-047,1901,1858377,84.2584375654698,20.91896590266353,22.29980300014475,14.897838813114884,174.35381410768645
1901-048,1901,314240,62.01993973588006,12.64561967243145,0.0,0.0,151.29114689409369
1901-049,1901,311040,77.86254394544382,12.451665203197372,0.0,0.0,91.87685185185185
1901-050,1901,325120,154.81126887437958,45.34689305270312,40.04125246062992,54.34758243110236,191.01413631889764
1901-051,1901,1209600,107.05696396827354,23.412458811284637,0.0,0.0,142.86545965608465
1901-052,1901,300000,103.85272228815401,21.655383286477413,0.0,0.0,120.94229666666666
1901-053,1901,1288490,43.433890471367604,8.665576135331465,14.876366134001817,71.90787355741992,183.47755124215166
1901-054,1901,704640,88.87079443739555,16.98585672785435,27.714309434604903,21.468995515440508,177.85229195049953
1901-055,1901,838656,112.4587482908364,25.0014080849929,0.0,0.0,130.05416642818986
1901-056,1901,1240320,157.01526809280196,36.881042436673226,28.106182275541794,32.11558710655315,142.6625048374613
1901-057,1901,335360,90.35756278750084,16.529110704372698,95.12721851145038,13.42374165076336,128.7203542461832
1901-058,1901,307200,98.06816482315004,22.133270208674734,0.0,0.0,91.60212890625
1901-059,1901,790200,121.12580877556614,20.949385376085836,0.0,0.0,138.25159706403443
1901-060,1901,15431128,56.18900676946333,10.176719862565365,16.830546542028554,28.983919127623075,128.98315217137724
1901-061,1901,911154,158.9702853811314,28.386601380696128,0.0,0.0,136.20750389067052
1901-062,1901,301440,117.9210973690937,23.56053294434897,0.0,0.0,89.30973328025478
1901-063,1901,1240320,94.84157724943972,20.47596991535687,87.43797890866873,13.720278637770898,111.59160861713106
1901-064,1901,786432,72.27086648424715,17.20541239029185,16.793711344401043,94.43674850463867,125.83013661702473
1901-065,1901,996000,113.43477328744937,27.859051441992584,0.0,0.0,132.38040261044176
1901-066,1901,691200,121.07908154879736,25.841594214033336,13.153151041666666,30.284318576388888,94.58266493055555
1901-067,1901,827392,94.65105291517803,24.416880882861776,0.0,0.0,123.05317552018873
1902-001,1902,1322240,45.38765642431254,7.845898454049538,0.0,0.0,128.656780160939
1902-002,1902,360000,140.27205764411465,27.648164918273054,0.0,0.0,77.8784888888889
1902-003,1902,921600,69.85477397895318,17.313631624489087,12.329964192708333,70.41072591145833,131.00781467013888
1902-004,1902,1852800,62.963139856468196,12.117482908771123,94.69552407167531,14.33448402417962,149.36878562176165
1902-005,1902,1298885,52.94446037927679,9.697477022941966,23.3646650781247,13.322252547377174,109.65955800552013
1902-006,1902,500240,144.53317324473284,29.91193659986536,0.33688829361906286,0.004439868862945786,126.32186350551736
1902-007,1902,654336,93.19204817127557,16.272967702133876,0.0,0.0,125.3853601207942
1902-008,1902,1268480,81.7522072194929,13.931101730602391,0.0,0.0,116.42803907038345
1902-009,1902,1194240,102.48988294087881,21.56591802929893,0.0,0.0,117.17874882770633
1902-010,1902,1231360,50.66297723017723,14.356399677853462,106.83208728560291,15.189271212318088,172.7648007081601
1902-011,1902,880640,122.91035899365276,27.14825554162588,0.0,0.0,114.19117005813953
1902-012,1902,1277440,98.05740776537452,19.195396770679732,20.10105836673347,83.59025551102205,117.99122541958918
1902-013,1902,707850,79.3712988714643,12.07866080171044,22.01799816345271,55.258618351345625,87.92839867203503
1902-014,1902,464548,106.59686046221341,23.989613000004532,0.0,0.0,94.487848403179
1902-015,1902,1265920,120.50249056200964,18.29548114113301,0.0,0.0,122.79265514408493
1902-016,1902,1294080,62.06752597831609,12.161479483826417,0.0,0.0,91.47502550074184
1902-017,1902,79632,126.87188168685466,27.623011657194212,0.0,0.0,119.85977998794455
1902-018,1902,301440,57.10046622653173,12.959068285599958,0.0,0.0,134.1855427282378
1902-019,1902,417635,105.07606980288307,14.958187264856004,0.0,0.0,133.31907287463935
1902-020,1902,7567575,26.402454778838106,4.551362784299562,0.0,0.0,109.09303455862677
1902-021,1902,7920000,30.108474979186266,7.657885218991731,0.0,0.0,51.608426515151514
1902-022,1902,1232640,54.7702469183799,10.535929742395009,0.0,0.0,62.74395362798546
1902-023,1902,1199360,53.928913026285045,9.598313080475082,49.78586746264674,14.851085578975454,105.97728121664888
1902-024,1902,302720,121.95540575460508,25.570733164743842,0.0,0.0,124.80890591966174
1902-025,1902,746592,77.90515709957009,12.817767083520893,20.533149297072566,56.52338358835883,169.9255229094338
1902-026,1902,1299200,85.22413726928362,23.303336010331705,0.0,0.0,136.55869766009852
1902-027,1902,279680,94.76657101941295,14.454417374096055,36.41516018306636,45.799778318077806,123.09061427345537
1902-028,1902,675840,63.182072328175565,12.349730786344645,15.935705196496212,55.24542199337121,114.39948508522727
1902-029,1902,941056,80.57296853417562,20.810891234945363,94.16386910024484,25.912156130984766,148.62461851366976
1902-030,1902,747520,71.5782907275931,12.6664714452218,0.0,0.0,134.3325877568493
1902-031,1902,360000,72.52865200858743,15.931733678319937,0.0,0.0,161.86677777777777
1902-032,1902,360000,82.60109086761439,18.566064362721303,0.0,0.0,116.00718611111111
1902-033,1902,1195520,45.88464364052024,8.553634551074268,0.0,0.0,106.19833210653105
1902-034,1902,1158400,116.92353473476675,29.483466331370902,13.917810773480664,28.818957182320442,152.68724188535913
1902-035,1902,1093120,112.61574629920403,21.51443990341441,25.308859960480095,5.003297899590164,106.88569050058548
1902-036,1902,702900,81.54354741250779,16.038020148203422,14.776715037700953,48.97022762839664,134.6809076682316
1902-037,1902,797696,115.21176686997488,21.35954051704218,40.695358883584724,14.682425385109115,100.98340595916238
1902-038,1902,1021952,61.84275137550652,12.161771949687207,0.0,0.0,135.4372142722946
1902-039,1902,1219840,128.67050290425755,27.57991429293793,81.52356866474291,15.285034102833158,118.97005099029381
1902-040,1902,746000,83.32133483368146,15.57374987797322,0.0,0.0,147.85015415549597
1902-041,1902,2107245,66.2059656269728,13.890688784763409,13.58684633253371,116.43463289745615,120.2579462758246
1902-042,1902,1163520,74.2518858257429,13.396590125358044,0.0,0.0,76.77804163228822
1902-043,1902,845824,61.87422831013204,14.11572879410209,55.95955423350484,13.562567389906174,122.0877227413741
1902-044,1902,7457868,40.988010058491696,7.559931691869394,0.0,0.0,125.40874831788388
1902-045,1902,1204480,52.65779056043494,12.98082053075238,0.0,0.0,120.85136324388948
1902-046,1902,207414,182.85272047571044,33.99256989518731,18.444396231691208,66.79227053140097,159.7150144156132
1902-047,1902,661504,78.73571557020301,12.230862350304166,0.0,0.0,159.36474004692337
1902-048,1902,723000,163.17733787641737,29.25339113089899,0.0,0.0,150.5896542185339
1902-049,1902,300966,86.9730471758569,15.240183116399225,85.28570336848681,36.23034163327419,132.07978309842306
1902-050,1902,1210880,77.8725056286776,16.901535204346757,0.0,0.0,108.9068008390592
1902-051,1902,683000,63.87327438535692,9.88885467489309,0.0,0.0,141.60728550512445
1902-052,1902,1030144,84.6354207828694,14.70157584303918,0.0,0.0,124.17445910474652
1902-053,1902,1240320,123.5734553256996,22.354190203383155,0.0,0.0,140.8351788248194
1902-054,1902,1210880,102.42813972042006,20.116254084454127,20.561802160412263,53.00545058139535,148.21317058668077
1902-055,1902,436000,60.085148311264405,10.58859549279268,0.0,0.0,97.5118371559633
1902-056,1902,1203200,50.54588277203599,11.945290886634565,0.0,0.0,115.68620262632979
1902-057,1902,718848,81.26477849259679,12.926025003315349,82.22598240518163,10.970576533564815,152.24518535211894
1902-058,1902,278400,139.66702269319336,24.946564451982994,21.223358477011494,90.21872844827587,100.31692887931034
1902-059,1902,1406476,28.06459147976472,4.954740732675442,22.882188533611664,15.519179139921336,169.80145484174633
1902-060,1902,1274880,195.8234500729544,39.236198860096124,0.0,0.0,109.71902610441767
1902-061,1902,13713945,47.24123023727913,10.012175507483686,0.0,0.0,137.0404865266705
1902-062,1902,1248000,59.93641736706306,12.029799560658885,0.0,0.0,83.2150953525641
1902-063,1902,695296,121.59418315582506,24.287150359494838,100.68262869339101,35.95219158459131,110.38352298877025
1902-064,1902,1075200,90.1647327375352,22.235358695909152,66.34338076636905,16.747177269345237,188.33855189732142
1902-065,1902,1155840,34.8226220400356,6.922115279737006,0.0,0.0,108.3953038482835
1902-066,1902,841728,62.512536784335644,12.251038566500227,44.01437519008516,16.12608348540146,88.65699608424575
1902-067,1902,542720,60.14901701018026,12.751220493869077,20.05074624115566,47.035712706367924,110.9179853331368
1903-001,1903,1099520,58.72432721707654,10.163448585823033,0.0,0.0,89.67754019935973
1903-002,1903,669600,88.54247098978966,12.587311024583457,0.0,0.0,116.57455943847073
1903-003,1903,212500,104.67559202140251,23.049814428379808,15.413124705882353,92.58468705882353,149.67980235294118
1903-004,1903,1043736,48.131509924311686,9.220196293172213,0.0,0.0,149.3449454651368
1903-005,1903,616448,72.63959364143315,15.74931696918692,12.599372534260798,90.40409734478821,131.87984387977573
1903-006,1903,1329920,45.03657584992354,11.666949214292142,22.27548423965351,50.41212930101059,158.8125541385948
1903-007,1903,709632,19.41256316187526,5.392133932794518,6.052379261363637,33.996588372564936,162.02855846410534
1903-008,1903,1169920,56.54957448653464,10.622880651900163,0.0,0.0,61.65883051832604
1903-009,1903,820000,105.1396390803209,18.2413049980238,0.0,0.0,157.09223780487804
1903-010,1903,436600,125.07241086142733,31.617982529456743,0.0,0.0,160.2978928080623
1903-011,1903,345088,89.16906106448461,21.63016524775034,0.0,0.0,111.80851261127596
1903-012,1903,1208320,45.88334301792369,8.838502962089391,13.339198225635593,20.056638142213984,122.32484606726695
1903-013,1903,661504,110.46420894340793,22.94293005590348,0.0,0.0,156.50618892705108
1903-014,1903,193000,110.86712512885056,20.55344695528003,0.0,0.0,95.04234715025906
1903-015,1903,522928,94.70915548732037,20.861711732497437,27.64909891992779,20.34372992075391,120.21800133096717
1903-016,1903,187944,88.38309864238006,13.775461787142248,0.0,0.0,144.97698782616098
1903-017,1903,4950016,90.11880578402126,15.888563041349132,21.782765954695904,7.991811945658357,145.02699284204334
1903-018,1903,347520,65.14513886012499,18.588519832203435,23.09655847145488,29.629900437384897,147.82187212246777
1903-019,1903,282880,68.59487435544303,19.393097953957255,0.0,0.0,128.575
1903-020,1903,18603254,43.05537288664091,7.8097205412487805,0.0,0.0,143.08728306348985
1903-021,1903,620568,120.02172627596019,23.970546846136884,0.0,0.0,133.22728049142077
1903-022,1903,236160,63.05252312649946,12.410072156068425,18.740840955284554,34.996684451219515,149.24790396341464
1903-023,1903,1197144,73.3025482909109,12.93683973210662,0.0,0.0,79.85567149816563
1903-024,1903,263040,164.40010360300175,32.14511188795506,0.0,0.0,108.57463883819952
1903-025,1903,12675320,48.3545075091263,9.879985485104962,0.0,0.0,170.01468183840723
1903-026,1903,2977792,35.52388048304371,5.656371599254706,14.00889753213119,29.09985586636004,121.27103001149845
1903-027,1903,259200,112.20095692494868,19.558206624430674,28.760158179012347,54.56707561728395,109.4912962962963
1903-028,1903,224132,106.39501373557997,18.561609491935453,0.0,0.0,146.08967037281602
1903-029,1903,1900800,74.71087715011453,15.840663895377016,0.0,0.0,100.34884943181818
1903-030,1903,10621800,42.236122783927684,6.337407331728505,0.0,0.0,95.97378165659305
1903-031,1903,695040,122.17099398664735,21.328457714610405,16.850231641344383,54.25459541896869,126.03536199355433
1903-032,1903,205000,56.04114708035534,18.240121270616097,27.948853658536585,77.58103902439025,97.43726829268293
1903-033,1903,1170285,69.82967190422626,16.907487293412196,0.0,0.0,171.10153338716637
1903-034,1903,250240,123.14813900951819,28.636097911601336,0.0,0.0,149.0684462915601
1903-035,1903,786891,70.75288587182004,16.671607595024152,22.383407612998496,64.23097099852457,207.4213226482448
1903-036,1903,761856,78.97698437192152,15.575582574801162,0.0,0.0,170.83641003024192
1903-037,1903,941490,62.67283378513955,8.844131630732512,15.219222721430924,116.96538359409021,114.93938225578604
1903-038,1903,527360,84.9762430227171,14.93729638722421,0.0,0.0,94.62099704186893
1903-039,1903,208500,83.26881594509426,19.000759821568636,17.819419664268587,103.08415347721822,103.01260911270984
1903-040,1903,1053696,80.29587545889672,12.195183119556656,0.0,0.0,123.87482442753887
1903-041,1903,187500,84.42912399272167,17.74555058195306,0.0,0.0,76.38387733333333
1903-042,1903,187000,127.4662320041336,32.53617438224828,0.0,0.0,100.7707807486631
1903-043,1903,459200,43.86832700931399,9.099923612614267,0.0,0.0,127.97625
1903-044,1903,1359456,87.66116664969101,17.113879847388905,0.0,0.0,103.24271031942189
1903-045,1903,241920,120.37932081817095,21.039407192585763,80.76016451719576,26.08136574074074,108.31087962962962
1903-046,1903,5625200,167.7588360346859,30.592417858107243,54.65590361231601,18.25598396501458,136.68249235582735
1903-047,1903,12397224,44.63951159923792,6.400025795276019,0.0,0.0,160.25552155869732
1903-048,1903,209500,65.44662263782851,18.56594633001208,38.89711217183771,23.741002386634843,168.33331264916467
1903-049,1903,778240,67.18619769929305,10.993193815715017,83.66502878289474,87.50684621710526,137.46597836143093
1903-050,1903,1049088,49.11609655707179,12.052482761167417,0.0,0.0,199.98117317136408
1903-051,1903,831488,48.43422045628096,8.44425742836671,22.860696726831897,32.03914788908559,203.25969827586206
1903-052,1903,2253747,88.83280697288333,17.153814101797366,52.207702550463736,11.345111496543312,156.32705312530643
1903-053,1903,933600,66.9240636535155,12.208024980449162,0.0,0.0,119.03565766923737
1903-054,1903,3112960,69.01083681465542,11.129145154130144,48.93658383018092,63.85689825760691,119.7405851665296
1904-001,1904,1210880,112.11053452515405,23.77408214359828,22.73101876321353,45.872714885042285,135.7054274577167
1904-002,1904,528612,124.42308595490229,23.74126806971339,26.08641877218073,20.38604496303527,140.18663972819382
1904-003,1904,504000,59.35080401799972,10.97496231133382,20.394412698412697,57.02763095238095,152.82387103174602
1904-004,1904,1166321,61.73644944273015,12.82405487119473,0.0,0.0,89.86497713751189
1904-005,1904,343500,66.0761078720177,19.117542936872898,30.742343522561864,10.818154294032023,156.9416215429403
1904-006,1904,3123200,49.121683047211455,10.369074983867872,21.892603739754097,10.131979059938525,173.07534387807377
1904-008,1904,12322112,45.522759602486374,7.130197640240019,0.0,0.0,154.14407814179907
1904-010,1904,744000,39.85773281885663,8.499045338869031,0.0,0.0,183.4603938172043
1904-011,1904,1158400,65.71650814084013,15.520667448792672,17.638448722375692,55.67838570441989,169.38522790055248
1904-012,1904,1239040,56.48256241089627,11.232054096321,19.768614411157024,49.005258103047524,160.6111134426653
1904-013,1904,1167360,52.63481992170816,11.187372547923133,11.023551432291667,62.14657260827851,134.26586228755482
1904-014,1904,1318400,88.0365082669154,18.184192277265836,0.0,0.0,149.09809541868933
1904-015,1904,883712,50.76612867683388,10.116274968202482,0.0,0.0,144.14004223095307
1904-016,1904,755000,108.08437449594132,17.593906062869664,0.0,0.0,111.39262516556292
1904-017,1904,1176320,66.29799285819523,15.595564041970745,0.0,0.0,108.40118080114254
1904-018,1904,102120,124.88151558108473,23.084082512461475,97.33123775949863,27.583871915393654,156.12095573834705
1904-019,1904,454400,62.11571544071608,15.438728617366204,0.0,0.0,159.68012544014084
1904-020,1904,470560,96.9624097483028,19.483116770003463,0.0,0.0,140.3440560183611
1904-021,1904,2033600,63.4347984892584,12.462951093893789,0.0,0.0,159.4784544649882
1904-022,1904,5678400,101.9335767068537,20.278419332931996,49.82937376725838,13.259361439842209,149.25466645533953
1904-023,1904,896000,51.121515451295224,10.195038035568855,0.0,0.0,123.19055133928572
1904-024,1904,745600,46.049644832715366,8.556394788296956,0.0,0.0,136.36974517167383
1904-025,1904,1077760,63.115037590146436,14.902319007749933,9.722134798099763,95.57623868022566,137.26946258907364
1904-026,1904,311040,119.2024115214807,26.213591848421707,0.0,0.0,100.08088991769547
1904-027,1904,1182720,166.27474699944437,33.60116045431941,44.242267823322514,23.101076332521647,92.00091568587662
1904-028,1904,679680,31.60894140644187,6.382806009313485,0.0,0.0,128.46570444915255
1904-029,1904,1792000,65.48819402319049,13.58858428633638,0.0,0.0,169.4701484375
1904-030,1904,490400,79.0742748992611,16.162896372400724,0.0,0.0,120.37542006525285
1904-031,1904,4443304,102.22739443922015,15.501969130547925,42.205875402628315,20.618980380365603,126.90105561086975
1904-032,1904,187500,33.8430047261298,8.394505568473665,0.0,0.0,54.51093866666667
1904-033,1904,1175040,83.92018809976891,18.724036442150627,0.0,0.0,129.96075367647057
1904-034,1904,528050,64.1698784246839,9.089592580947864,30.370233879367483,82.30868288987786,72.07366726635735
1904-035,1904,294240,152.62195216281307,29.20249552774031,0.0,0.0,93.89121805328983
1904-036,1904,1897600,46.436690901951735,11.862365599699752,0.0,0.0,192.1787594856661
1904-038,1904,1173760,147.66096143355065,27.897912668865306,0.0,0.0,128.1079522219193
1904-039,1904,1373440,67.81071159412312,9.018901918277889,0.0,0.0,110.56090983224604
1904-040,1904,8768704,21.95414057960679,3.6669247907387503,0.0,0.0,94.07481002893928
1904-041,1904,5082500,55.38414320263077,12.669787609515087,57.722829316281356,8.184653221839646,181.50195022134776
1904-042,1904,7055400,41.412036910606155,6.774987656960007,28.274671032117244,70.36459633755705,130.34649800153073
1904-043,1904,285440,90.90645568252818,16.568856546953214,29.400788256726457,25.687051569506725,158.41474215246637
1904-044,1904,411160,53.9690294518138,11.225997167102056,29.388992119856017,27.09625449946493,123.08168109738301
1904-045,1904,1785600,82.0182071725204,16.08959744143965,113.10056003584229,29.505967181899642,116.8196807795699
1904-046,1904,10879414,57.4996039885401,10.090204109071855,0.0,0.0,100.93667701219937
1904-047,1904,352584,108.62430191788013,20.086690599417143,26.28018287840628,22.447765638826493,111.82827070995847
1904-048,1904,739328,51.943192967070395,12.555264852217004,20.47157689144737,86.50608525579986,229.127828244027
1904-049,1904,3489792,50.14265644054467,9.161903217181976,16.43248709378668,198.89783144668795,119.75999085332306
1904-050,1904,953344,90.54259019761736,16.973167708190477,152.48021490668637,27.7415864577739,146.0065789473684
